LineId,Device,day,month,year,Time,ms,Content,EventId,EventTemplate,ParameterList
4724,cup,03,04,2020,19:18:43,542923,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55794 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55794', '-> 192.168.10.154:80']"
4725,cup,03,04,2020,19:18:43,544585,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55796 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55796', '-> 192.168.10.154:80']"
4726,cup,03,04,2020,19:18:43,546010,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55798 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55798', '-> 192.168.10.154:80']"
4727,cup,03,04,2020,19:18:43,548043,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55800 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55800', '-> 192.168.10.154:80']"
4728,cup,03,04,2020,19:18:43,549560,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55802 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55802', '-> 192.168.10.154:80']"
4729,cup,03,04,2020,19:18:43,551370,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55804 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55804', '-> 192.168.10.154:80']"
4730,cup,03,04,2020,19:18:43,557360,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55806 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55806', '-> 192.168.10.154:80']"
4731,cup,03,04,2020,19:18:43,558994,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55808 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55808', '-> 192.168.10.154:80']"
4732,cup,03,04,2020,19:18:43,560308,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55810 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55810', '-> 192.168.10.154:80']"
4733,cup,03,04,2020,19:18:43,561893,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55812 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55812', '-> 192.168.10.154:80']"
4734,cup,03,04,2020,19:18:43,563180,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55814 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55814', '-> 192.168.10.154:80']"
4735,cup,03,04,2020,19:18:43,566156,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55818 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55818', '-> 192.168.10.154:80']"
4736,cup,03,04,2020,19:18:43,564570,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55816 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55816', '-> 192.168.10.154:80']"
4737,cup,03,04,2020,19:18:43,567538,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55820 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55820', '-> 192.168.10.154:80']"
4738,cup,03,04,2020,19:18:43,570547,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55824 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55824', '-> 192.168.10.154:80']"
4739,cup,03,04,2020,19:18:43,569078,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55822 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55822', '-> 192.168.10.154:80']"
4740,cup,03,04,2020,19:18:43,571851,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55826 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55826', '-> 192.168.10.154:80']"
4741,cup,03,04,2020,19:18:43,574228,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55828 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55828', '-> 192.168.10.154:80']"
4742,cup,03,04,2020,19:18:43,575265,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55830 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55830', '-> 192.168.10.154:80']"
4743,cup,03,04,2020,19:18:43,576562,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55832 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55832', '-> 192.168.10.154:80']"
4744,cup,03,04,2020,19:18:43,578158,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55834 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55834', '-> 192.168.10.154:80']"
4745,cup,03,04,2020,19:18:43,579485,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55836 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55836', '-> 192.168.10.154:80']"
4746,cup,03,04,2020,19:18:43,580829,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55838 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55838', '-> 192.168.10.154:80']"
4747,cup,03,04,2020,19:18:43,582347,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55840 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55840', '-> 192.168.10.154:80']"
4748,cup,03,04,2020,19:18:43,584051,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55842 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55842', '-> 192.168.10.154:80']"
4749,cup,03,04,2020,19:18:43,594205,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55848 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55848', '-> 192.168.10.154:80']"
4750,cup,03,04,2020,19:18:43,588452,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55844 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55844', '-> 192.168.10.154:80']"
4751,cup,03,04,2020,19:18:43,596042,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55850 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55850', '-> 192.168.10.154:80']"
4752,cup,03,04,2020,19:18:43,592107,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55846 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55846', '-> 192.168.10.154:80']"
4753,cup,03,04,2020,19:18:43,597765,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55852 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55852', '-> 192.168.10.154:80']"
4754,cup,03,04,2020,19:18:43,609151,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55854 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55854', '-> 192.168.10.154:80']"
4755,cup,03,04,2020,19:18:43,611045,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55856 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55856', '-> 192.168.10.154:80']"
4756,cup,03,04,2020,19:18:43,613201,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55858 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55858', '-> 192.168.10.154:80']"
4757,cup,03,04,2020,19:18:43,614983,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55860 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55860', '-> 192.168.10.154:80']"
4758,cup,03,04,2020,19:18:43,616732,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55862 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55862', '-> 192.168.10.154:80']"
4759,cup,03,04,2020,19:18:43,618990,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55864 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55864', '-> 192.168.10.154:80']"
4760,cup,03,04,2020,19:18:43,620639,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55866 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55866', '-> 192.168.10.154:80']"
4761,cup,03,04,2020,19:18:43,622227,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55868 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55868', '-> 192.168.10.154:80']"
4762,cup,03,04,2020,19:18:43,623868,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55870 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55870', '-> 192.168.10.154:80']"
4763,cup,03,04,2020,19:18:43,625703,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55872 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55872', '-> 192.168.10.154:80']"
4764,cup,03,04,2020,19:18:43,627797,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55874 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55874', '-> 192.168.10.154:80']"
4765,cup,03,04,2020,19:18:43,630131,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55876 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55876', '-> 192.168.10.154:80']"
4766,cup,03,04,2020,19:18:43,633719,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55878 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55878', '-> 192.168.10.154:80']"
4767,cup,03,04,2020,19:18:43,635444,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55880 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55880', '-> 192.168.10.154:80']"
4768,cup,03,04,2020,19:18:43,637797,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55882 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55882', '-> 192.168.10.154:80']"
4769,cup,03,04,2020,19:18:43,639334,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55884 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55884', '-> 192.168.10.154:80']"
4770,cup,03,04,2020,19:18:43,640783,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55886 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55886', '-> 192.168.10.154:80']"
4771,cup,03,04,2020,19:18:43,642762,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55888 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55888', '-> 192.168.10.154:80']"
4772,cup,03,04,2020,19:18:43,645018,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55890 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55890', '-> 192.168.10.154:80']"
4773,cup,03,04,2020,19:18:43,647662,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55892 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55892', '-> 192.168.10.154:80']"
4774,cup,03,04,2020,19:18:43,649145,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55894 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55894', '-> 192.168.10.154:80']"
4775,cup,03,04,2020,19:18:43,653708,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55896 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55896', '-> 192.168.10.154:80']"
4776,cup,03,04,2020,19:18:43,655177,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55898 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55898', '-> 192.168.10.154:80']"
4777,cup,03,04,2020,19:18:43,659190,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55900 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55900', '-> 192.168.10.154:80']"
4778,cup,03,04,2020,19:18:43,660806,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55902 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55902', '-> 192.168.10.154:80']"
4779,cup,03,04,2020,19:18:43,662191,[**] [1:2221030:1] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.10.238:55904 -> 192.168.10.154:80,9fcb20a0,[**] [<*>:<*>:<*>] SURICATA HTTP METHOD terminated by non-compliant character [**] [Classification: Generic Protocol Command Decode] [Priority: <*>] {TCP} <*> -> <*>,"['1', '2221030:1', '3', '192.168.10.238:55904', '-> 192.168.10.154:80']"
