LineId,Host,HostIp,LogType,DateTime,Content,EventId,EventTemplate,ParameterList
299,host1,192.168.0.1,daemon,2021-03-03T21:09:19,Mar  4 21:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 21', '09:19', '1', 'Started', 'files.']"
300,host1,192.168.0.1,daemon,2021-03-03T21:39:18,Mar  4 21:39:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 21', '39:18', '1', 'Starting', 'files...']"
301,host1,192.168.0.1,daemon,2021-03-03T21:39:19,Mar  4 21:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 21', '39:19', '1', 'Started', 'files.']"
302,host1,192.168.0.1,daemon,2021-03-03T22:09:18,Mar  4 22:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 22', '09:18', '1', 'Starting', 'files...']"
303,host1,192.168.0.1,daemon,2021-03-03T22:09:19,Mar  4 22:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 22', '09:19', '1', 'Started', 'files.']"
304,host1,192.168.0.1,daemon,2021-03-03T22:39:19,Mar  4 22:39:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 22', '39:19', '1', 'Starting', 'files...']"
305,host1,192.168.0.1,daemon,2021-03-03T22:39:19,Mar  4 22:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 22', '39:19', '1', 'Started', 'files.']"
306,host1,192.168.0.1,daemon,2021-03-03T23:09:18,Mar  4 23:09:18 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 23', '09:18', '1', 'Starting', 'files...']"
307,host1,192.168.0.1,daemon,2021-03-03T23:09:19,Mar  4 23:09:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 23', '09:19', '1', 'Started', 'files.']"
308,host1,192.168.0.1,daemon,2021-03-03T23:39:19,Mar  4 23:39:19 mail systemd[1]: Starting Clean php session files...,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 23', '39:19', '1', 'Starting', 'files...']"
309,host1,192.168.0.1,daemon,2021-03-03T23:39:19,Mar  4 23:39:19 mail systemd[1]: Started Clean php session files.,e2f489f9,Mar <*> <*>:<*>:<*> mail systemd[<*>]: <*> Clean php session <*>,"['4 23', '39:19', '1', 'Started', 'files.']"
